no;htobit;htobit_3;htobit_1;htobit_2;htobit_4;htobit_5
1299;0.008509053;1224108.135;1;2;2;0
1300;0.004847636;1136224.057;1;2;1;0
1301;0.001504136;550482.1053;4;1;0;0
1302;0.018086357;887740.6999;4;1;0;0
1303;0.002151871;1059542.995;4;1;0;0
1304;0.006891939;1619282.867;1;2;4;0
1305;0.044004943;1419953.715;3;2;1;0
1306;0.043994099;980586.4273;3;2;0;0
1307;0;808297.1054;4;1;0;0
1308;0.01192171;781096.3501;3;1;0;0
1309;0.039946616;992824.8622;4;2;0;0
1310;0.015753757;824946.3046;4;1;0;0
1311;0.147251695;997597.9149;4;2;0;0
1312;0.005856419;667984.7903;3;1;0;0
1313;0.043156721;2248687.686;4;2;0;0
1314;0.002002622;2169155.585;3;2;2;0
1315;0.003903202;1017625.995;4;1;0;0
1316;0.008742714;1378747.898;3;2;0;0
1317;0.002036794;1031032.457;1;2;2;0
1318;0.047142949;835161.7895;1;2;2;0
1319;0.036965657;777803.353;3;1;0;0
1320;0;1058508.79;2;4;0;0
1321;0.017367903;1339252.455;4;2;0;0
1322;0;602378.0276;4;1;0;0
1323;0.009563589;1091013.299;4;2;0;0
1324;0.021672778;1273486.658;2;2;2;0
1325;0.030427203;594730.7762;4;2;0;0
1326;0.011171794;2058576.283;2;2;2;0
1327;0.042799443;2943169.432;1;2;2;0
1328;0.027954319;1457950.261;4;2;0;0
1329;0.018585857;985910.6686;4;2;0;0
1330;0.016514149;1231004.645;4;2;0;0
1331;0;646624.7172;0;2;3;1
1332;0.021186776;1678783.559;1;2;2;0
1333;0.019884858;1337298.472;4;2;0;0
1334;0.003757983;1465680.504;1;3;0;0
1335;0;1282845.747;3;3;0;0
1336;0.01309976;903528.2815;2;2;4;0
1337;0.00403278;1026586.876;4;2;0;0
1338;0;1245297.987;3;2;0;0
1339;0.051850937;745675.7172;4;1;0;0
1340;0.020059733;978676.8219;2;2;0;0
1341;0.020838646;1042869.624;2;3;1;0
1342;0;743824.8087;3;1;0;0
1343;0.007586787;1222652.086;2;4;0;0
1344;0.00575618;1240406.359;1;2;0;0
1345;0;2831225.587;3;4;0;0
1346;0.004964049;2813831.405;2;5;2;0
1347;0.007503068;980399.4131;4;2;0;0
1348;0.053255208;384338.0279;4;1;0;0
1349;0.008857295;646246.8093;4;2;0;0
1350;0.076844215;714015.9525;4;1;0;0
1351;0.1384148;798130.0679;4;1;0;0
1352;0.021513227;613576.2031;4;2;0;0
1353;0.021400722;975667.706;1;2;4;0
1354;0.018435685;507710.9944;4;2;0;0
1355;0.024077583;1180267.56;4;1;0;0
1356;0.008320279;817761.1035;2;2;1;0
1357;0.018310113;2035924.651;3;2;3;0
1358;0.008632016;2914150.526;2;2;3;0
1359;0.020575725;2683745.321;2;4;3;0
1360;0.068654999;929692.3687;2;2;0;0
1361;0.023483183;1023540.748;1;2;2;0
1362;0.015687596;582115.7284;0;2;2;1
1363;0.017382151;826365.2111;4;1;0;0
1364;0.011642551;1013180.244;0;2;0;0
1365;0.006588342;721273.9479;4;2;0;0
1366;0.057967033;480479.8217;4;1;0;0
1367;0.005035578;772106.0085;4;2;0;0
1368;0.086125344;1374009.356;2;2;1;0
1369;0.017574832;1685137.163;3;3;0;0
1370;0;817224.7236;4;1;0;0
1371;0;583425.1294;4;2;0;0
1372;0;803396.2985;4;2;0;0
1373;0.066104338;1671494.01;3;3;1;0
1374;0.015361526;317155.8556;3;1;0;0
1375;0;827421.9178;2;2;2;0
1376;0.005649792;1059862.348;2;2;2;0
1377;0.064808026;544377.0873;2;1;1;0
1378;0.0084567;632870.9033;1;2;0;1
1379;0.022988673;1036815.488;3;2;0;0
1380;0.012377335;1060406.278;2;2;0;0
1381;0;746010.7355;4;2;0;0
1382;0.015068717;1378484.948;2;3;0;0
1383;0.064027883;789655.757;1;2;1;0
1384;0.033386052;1135025.159;2;3;0;0
1385;0.002620766;1277488.61;2;3;0;0
1386;0.029837752;758099.8651;3;4;0;0
1387;0.11684344;670640.7798;3;2;0;0
1388;0.008634702;1185448.738;2;3;0;0
1389;0.036114279;430633.2034;2;2;2;0
1390;0.024933595;1053758.806;4;1;0;0
1391;0.014653735;1724748.651;2;4;0;0
1392;0.037813276;361143.0775;2;3;0;0
1393;0.015662344;635154.0268;3;3;0;0
1394;0.010671856;785243.0672;2;1;0;0
1395;0.023704283;920339.745;0;1;0;0
1396;0.008107662;848579.8817;3;2;0;0
1397;0.003777177;794243.9623;2;4;5;0
1398;0.011752961;687145.882;3;3;0;0
1399;0;360399.9113;1;3;3;1
1400;0.028109584;648888.7648;0;2;0;0
1401;0;627718.9375;1;2;1;0
1402;0;537837.904;4;1;0;0
1403;0.026313329;684481.9677;4;1;0;0
1404;0;482067.8859;0;2;1;0
1405;0.054209922;857629.2909;3;2;0;0
1406;0.025125917;1111840.056;1;2;2;0
1407;0.021155789;709592.7136;0;4;0;0
1408;0.036544513;531953.7704;3;1;0;0
1409;0.019943802;917477.6222;4;2;0;0
1410;0.043439556;1199735.891;2;3;0;0
1411;0;1121091.57;1;2;2;1
1412;0.016153734;1941842.672;1;2;5;1
1413;0;458002.0175;1;1;1;0
1414;0.013137546;1002926.524;1;3;1;0
1415;0.002905632;1978226.277;2;6;0;0
1416;0.02483217;429604.0294;4;1;0;0
1417;0.009138237;1780431.679;1;2;2;0
1418;0.026221348;859910.1673;0;2;0;0
1419;0.030641805;649309.0855;3;1;0;0
1420;0.055422101;494965.1815;4;1;0;0
1421;0.000349519;686657.847;1;3;2;0
1422;0.043433279;558649.9087;2;1;0;0
1423;0.014801072;1154511.083;2;2;3;0
1424;0.020161064;1992008.393;1;2;2;0
1425;0.01983822;1407586.058;2;3;1;0
1426;0.019417226;386872.8644;2;1;0;0
1427;0;947974.6625;4;2;0;0
1428;0.011359226;1334509.649;1;2;3;0
1429;0.037954058;1159718.541;2;3;1;0
1430;0;648961.7907;2;2;0;0
1431;0;1476009.998;3;1;0;0
1432;0.133449316;823675.9279;2;1;0;0
1433;0;523986.8555;0;2;0;0
1434;0.096127249;1534517.765;4;2;0;0
1435;0.044905417;882387.6688;4;2;0;0
1436;0.026381381;835741.0257;2;2;1;0
1437;0.041876756;878005.0625;4;2;0;0
1438;0.007275326;1631816.536;3;2;0;0
1439;0.022782957;659967.0966;1;2;1;0
1440;0.005320816;976541.8079;1;1;1;0
1441;0.010086881;775661.1065;1;1;1;0
1442;0.006108518;1271011.503;3;3;0;0
1443;0.010820812;943736.8934;2;5;1;0
1444;0.007115136;667872.0438;0;2;0;0
1445;0.009232122;627808.1412;3;2;0;0
1446;0.001851711;1970609.747;0;2;2;0
1447;0.00832733;1207589.811;1;2;2;0
1448;0;986795.8294;2;2;2;0
1449;0.059602603;2247922.224;2;3;0;0
1450;0.007413179;322129.1357;4;1;0;0
1451;0.022856236;1008040.346;1;2;1;0
1452;0;942763.5766;0;2;1;1
1453;0.078405008;1785039.08;3;4;0;0
1454;0.005401894;2081491.846;1;2;3;0
1455;0.003729091;447293.863;1;1;1;0
1456;0.00936619;475647.1441;3;1;0;0
1457;0.015654935;1566406.381;3;3;0;0
1458;0.002208088;951048.9172;0;2;0;0
1459;0.010537935;487382.0859;2;1;0;0
1460;0.022041313;934790.1949;4;2;0;0
1461;0;380795.0542;0;2;1;0
1462;0.014450911;1566614.039;3;2;0;0
1463;0.010087879;1258539.662;1;2;2;0
1464;0;1321960.509;3;2;0;0
1465;0.004099168;553283.1546;0;2;0;0
1466;0.018442418;965600.2236;1;2;1;0
1467;0.044284493;894985.8086;3;1;0;0
1468;0;451657.0899;3;2;0;0
1469;0.054245107;820074.3671;0;1;0;0
1470;0;627244.9941;0;2;1;0
1471;0.055738829;854843.9701;3;2;0;0
1472;0.005569854;1794661.044;2;3;3;1
1473;0.01093717;1259557.875;1;2;1;0
1474;0.006470475;1238857.67;2;2;0;0
1475;0.027848087;2118781.867;2;3;0;0
1476;0.01387148;872005.2471;3;4;2;0
1477;0.019297704;1297770.725;3;2;0;0
1478;0.004590172;836570.3426;4;2;0;0
1479;0.004846539;378827.1386;0;1;1;0
1480;0.02550819;1274179.106;4;2;0;0
1481;0.004087457;789733.3275;4;2;0;0
1482;0;698155.2547;1;2;2;0
1483;0.010475918;770911.1216;2;3;0;0
1484;0.026965484;490107.8523;4;1;0;0
1485;0;731370.212;3;2;1;0
1486;0.006117892;1074879.537;1;2;2;0
1487;0.020027163;1682514.857;1;2;1;0
1488;0.029887168;935117.4273;1;2;2;0
1489;0.028600128;2166354.35;2;3;2;0
1490;0.031413898;2384294.687;3;3;0;0
1491;0.004061206;555500.0286;0;1;0;0
1492;0.005899158;528888.8388;1;1;2;0
1493;0.018752018;474189.2045;0;2;2;0
1494;0.011802852;709659.0353;1;2;1;0
1495;0.024545239;1116632.458;4;2;0;0
1496;0.038714252;1174477.139;2;3;0;0
1497;0.034720566;1035466.676;3;2;2;1
1498;0.025053229;749603.6514;4;2;0;0
1499;0.086240605;521622.07;4;2;0;0
1500;0;1095904.039;3;3;0;0
1501;0.010336363;1020475.436;2;2;3;1
1502;0.007794456;1664772.653;0;2;0;1
1503;0;1116339.648;1;2;1;0
1504;0.044231426;695613.8237;4;2;0;0
1505;0.00518702;594561.2138;3;2;0;0
1506;0.013391208;795745.8892;2;3;0;0
1507;0.011655783;1374424.802;4;2;0;0
1508;0.016508959;1516207.686;1;2;3;0
1509;0.030572429;803469.0887;1;2;2;0
1510;0;990950.0145;2;1;0;0
1511;0.01163254;655059.1725;1;2;3;0
1512;0.011483999;1739725.499;1;2;0;0
1513;0;251606.8852;4;1;0;0
1514;0.029553408;1741119.728;1;2;0;1
1515;0;501390.814;2;2;3;0
1516;0.004938362;2906226.843;2;3;1;0
1517;0.002229453;909640.017;0;2;0;0
1518;0.00712401;1881244.271;4;2;0;0
1519;0.039959509;293397.0341;4;1;0;0
1520;0;170686.9475;0;1;0;0
1521;0;415953.892;0;2;1;0
1522;0.006207061;1307542.692;1;1;4;0
1523;0.039142132;1377646.472;1;2;1;0
1524;0.004766418;1017115.649;4;4;0;0
1525;0.000843316;1266429.442;1;2;0;0
1526;0;458899.1774;4;1;0;0
1527;0.003053387;379906.0021;2;2;1;0
1528;0.036402199;676112.7837;4;3;0;0
1529;0.04671352;296959.1394;2;1;0;0
1530;0.044989929;1035164.546;0;1;0;0
1531;0.016137293;894387.6876;3;2;0;0
1532;0.024527123;429075.8384;4;1;0;0
1533;0.028393958;907517.1222;4;1;0;0
1534;0.057179976;467996.1209;2;2;2;0
1535;0.024375387;1745202.601;1;2;2;0
1536;0.035492755;972451.7334;4;2;0;0
1537;0.005745559;1368013.178;2;1;1;0
1538;0.051480111;836828.0768;1;2;2;0
1539;0.000608762;1163016.872;1;2;2;0
1540;0.002164972;543194.174;4;1;0;0
1541;0.044185765;579010.212;4;3;0;0
1542;0.01084171;805039.13;4;2;0;0
1543;0.00233921;1128585.632;2;2;0;0
1544;0.021575319;681055.681;1;1;1;0
1545;0.038715191;1018515.347;4;2;0;0
1546;0.030843502;849708.7526;4;1;0;0
1547;0.023761863;739841.0715;4;2;0;0
1548;0.073339313;767091.7026;4;1;0;0
1549;0.004847622;787190.2829;2;3;0;0
1550;0.021395074;992190.6877;3;3;0;0
1551;0.063103199;735557.3211;4;2;0;0
1552;0.016981363;515152.7918;4;2;0;0
1553;0.038707364;892439.9573;4;2;0;0
1554;0.006614638;894380.011;1;2;2;0
1555;0.020346059;1247416.105;2;4;0;0
1556;0.009152856;1166848.592;2;2;5;0
1557;0;889896.2559;1;2;0;1
1558;0.043457292;920627.6771;2;2;1;0
1559;0.033118404;815619.2495;2;3;0;0
1560;0.005668251;923035.605;2;2;2;0
1561;0.037990458;977455.8435;3;2;0;0
1562;0.004911088;1969420.496;3;2;1;0
1563;0.043078993;597506.7722;2;2;0;0
1564;0.008465092;630825.757;1;2;3;0
1565;0.030812824;605592.1282;4;1;0;0
1566;0.003137717;806956.1653;2;2;2;0
1567;0;1390972.269;1;2;2;0
1568;0.001947608;733206.9104;4;1;0;0
1569;0.003266629;617150.1464;1;1;0;0
1570;0;960305.9859;1;2;1;0
1571;0;507279.7635;2;2;2;0
1572;0.035383571;1081744.836;4;1;0;0
1573;0.015747119;362732.9324;4;3;0;0
1574;0.010476137;1129424.384;1;2;3;0
1575;0.018776206;975916.1729;0;2;2;0
1576;0.013576694;3276348.772;4;2;0;0
1577;0.030376958;1257169.738;4;2;0;0
1578;0.099982277;773016.6584;4;1;0;0
1579;0.024444934;983352.785;1;2;0;0
1580;0.01423276;1042946.207;1;2;2;0
1581;0.037944213;805102.8554;4;2;0;0
1582;0.10779158;790673.8162;4;1;0;0
1583;0.024920572;1563045.86;1;2;3;0
1584;0.001238403;765502.2181;0;2;2;0
1585;0.008671252;1315380.852;1;4;1;0
1586;0.034873888;780412.0763;1;2;0;0
1587;0.056662295;883726.6853;2;2;1;0
1588;0.024687482;993459.4421;3;2;0;0
1589;0;527120.895;4;2;0;0
1590;0;940479.9624;4;3;0;0
1591;0;702059.1359;1;1;2;0
1592;0.001876289;1259933.909;1;2;3;1
1593;0;518145.0404;3;2;1;0
1594;0.009972734;801385.3027;3;2;1;0
1595;0.011529475;631772.1851;4;2;0;0
1596;0.005348898;401578.068;4;1;0;0
1597;0.027290393;483247.169;2;1;0;0
1598;0.056980476;1043919.41;4;2;0;0
1599;0.015972789;895522.8369;2;2;1;0
1600;0.017008884;1577411.148;2;4;0;0
1601;0.007308805;374342.9758;2;1;0;0
1602;0.02004851;390852.0301;4;1;0;0
1603;0.038906872;1716946.741;3;4;1;0
1604;0.001867761;1349209.381;1;2;1;1
1605;0.001298361;1219999.957;1;2;2;0
1606;0.015192434;1056051.562;1;2;0;0
1607;0.018724004;625079.7124;4;2;0;0
1608;0.009885909;1221132.551;1;2;2;0
1609;0.009918448;1261891.579;2;4;0;0
1610;0.0488391;1350844.488;1;2;1;0
1611;0.02879318;685578.8513;4;2;0;0
1612;0;355716.0247;2;2;0;0
1613;0.065971993;1232719.846;3;2;0;0
1614;0.011688453;1018440.557;0;2;1;1
1615;0;325921.9404;4;1;0;0
1616;0.017196795;563826.1616;1;2;2;0
1617;0;987885.262;1;2;4;1
1618;0.002908738;990119.6692;1;2;2;0
1619;0.00470867;1193542.59;1;1;0;0
1620;0.043961436;562493.1522;1;1;1;0
1621;0.021413442;1785187.191;3;2;0;0
1622;0.013274129;2137239.409;2;4;0;0
1623;0.051206671;856196.7117;4;2;0;0
1624;0.038010426;945267.2628;4;2;0;0
1625;0.003494618;882499.5967;4;1;0;0
1626;0.011084678;530461.8366;2;1;2;0
1627;0.057630949;608023.8105;1;1;0;0
1628;0.01404571;1419436.515;3;3;0;0
1629;0.029231874;1786713.271;1;2;1;0
1630;0.07594946;768510.7684;3;1;0;0
1631;0.041840792;1116995.649;3;2;2;0
1632;0.005474009;850564.9084;2;1;0;0
1633;0;587178.9276;3;2;0;0
1634;0.024193455;1041604.32;2;3;0;0
1635;0.037115645;1686782;2;2;2;0
1636;0;1111847.478;2;3;5;0
1637;0.020600345;962313.7257;1;2;2;0
1638;0.10246931;1096015.874;2;2;1;0
1639;0.006507928;580829.7608;4;2;1;0
1640;0.019359026;1151090.863;4;1;0;0
1641;0.020144219;594513.0192;2;4;1;0
1642;0.021392291;479611.8191;4;2;0;0
1643;0.094542362;915653.3657;4;2;0;0
1644;0.112500422;771765.8954;1;2;0;0
1645;0.034747668;1704287.356;1;2;1;0
1646;0.040773697;1379713.355;3;2;0;0
1647;0.010835392;2222716.482;1;2;2;0
1648;0.031067416;2230311.767;2;3;2;0
1649;0.005500874;1003476.642;4;2;0;0
1650;0;526378.9274;4;2;0;0
1651;0.022427674;891041.8501;1;2;2;0
1652;0.025809074;757718.2275;4;2;0;0
1653;0.013466835;1954133.48;1;2;1;1
1654;0.0042772;2731694.479;3;4;0;0
1655;0;697481.1121;3;1;0;0
1656;0.106827348;708825.7276;2;2;1;0
1657;0.035205439;982546.6091;1;2;2;0
1658;0.068057492;517150.7943;4;2;0;0
1659;0.038683183;1446881.726;2;2;1;0
1660;0.02148705;1395259.589;2;2;1;0
1661;0;700460.7677;4;3;0;0
1662;0.027498692;1083106.415;2;2;0;0
1663;0.03114767;1387391.263;1;2;1;0
1664;0.001655346;666930.0487;1;2;3;0
1665;0.045137011;824954.9587;3;2;0;0
1666;0.009525983;1454968.105;1;2;2;0
1667;0.021269873;696195.8593;4;1;0;0
1668;0.041984331;893761.838;1;2;1;0
1669;0.023224812;996175.6599;1;2;2;0
1670;0.012600409;1285990.106;1;2;1;0
1671;0.004574361;1232958.519;1;2;2;0
1672;0.003738947;1088007.364;2;3;0;0
1673;0;1153334.684;4;1;0;0
1674;0;955439.7884;2;2;3;0
1675;0.041408833;779737.3253;4;2;0;0
1676;0.02485756;696608.955;2;1;2;0
1677;0.012644876;2104568.166;3;4;0;0
1678;0.072942033;938059.627;2;4;0;0
1679;0.112490296;562892.9385;4;1;0;0
1680;0.030362584;954069.4485;3;3;0;0
1681;0.002910158;1109217.768;0;2;1;0
1682;0.037063926;1055149.559;4;2;0;0
1683;0.059371382;755245.8634;4;2;0;0
1684;0.002060061;1071812.765;1;2;2;0
1685;0;1016347.701;4;2;0;0
1686;0.007769604;897342.9291;4;3;0;0
1687;0;507047.1188;1;2;3;0
1688;0.011731688;1092426.133;3;3;0;0
1689;0.00264539;635066.8077;1;1;2;0
1690;0.013116126;1692573.374;2;2;3;0
1691;0.024014914;423236.9738;4;1;0;0
1692;0.058781922;565479.8788;4;2;0;0
1693;0.014878566;522630.8933;4;1;0;0
1694;0;1307245.946;0;2;2;0
1695;0.004579858;859196.9986;2;1;0;0
1696;0.178602546;1127161.506;1;3;0;0
1697;0.013826505;1262792.068;2;2;2;0
1698;0.003507189;869072.1166;1;2;1;0
1699;0;302901.0492;2;1;1;0
1700;0.005439329;1330311.307;4;3;0;0
1701;0.04177881;607484.7829;4;1;0;0
1702;0.030396275;1189093.512;4;3;0;0
1703;0;848593.6393;0;2;1;0
1704;0.017607292;1380109.467;3;3;0;0
1705;0.041391235;780744.8309;1;2;1;0
1706;0.044393312;951764.8024;2;4;0;0
1707;0;540363.8035;4;2;0;0
1708;0.016602095;800139.7626;4;2;0;0
1709;0;627413.1073;1;3;2;0
1710;0.029112797;1920735.615;2;3;1;0
1711;0.01455272;458470.9274;4;2;0;0
1712;0.008486399;517534.1476;2;1;1;0
1713;0.026261438;1051123.129;4;2;0;0
1714;0.024894379;2931745.428;3;5;0;0
1715;0.008518133;831168.2978;3;3;0;0
1716;0.023684409;956072.3555;2;5;1;0
1717;0.001510583;1850941.147;2;6;0;0
1718;0.002350085;978688.022;2;3;0;0
1719;0.003376797;1520968.041;3;2;1;0
1720;0.011901427;1077854.342;4;2;0;0
1721;0.079670072;1242926.219;1;2;1;0
1722;0.013964229;1086920.497;3;2;0;0
1723;0.028219558;1622846.321;4;3;0;0
1724;0.022321247;589752.0458;0;2;0;0
1725;0;476952.1597;4;1;0;0
1726;0.000975571;959438.1816;1;2;2;0
1727;0.081835717;558386.7823;4;2;0;0
1728;0;864098.6131;4;2;0;0
1729;0.011953054;415625.9633;4;1;0;0
1730;0;282501.0024;0;2;0;0
1731;0.018546527;1147816.502;1;2;3;0
1732;0.013870217;1140284.999;4;4;2;0
1733;0.063604653;756233.9838;4;2;0;0
1734;0;1669762.164;1;2;3;0
1735;0.021693574;976325.7695;4;2;0;0
1736;0.042783462;299554.9231;3;1;0;0
1737;0.003708448;1294342.02;4;2;0;0
1738;0;791635.0538;0;1;1;0
1739;0.039083093;930172.1559;4;2;0;0
1740;0.025835;1357693.465;2;2;2;0
1741;0.008838257;1216982.131;4;2;0;0
1742;0;429983.1713;4;1;0;0
1743;0.018416839;1135917.443;2;2;2;0
1744;0.033446275;885120.9116;2;3;0;0
1745;0.011892993;2185909.972;4;3;0;0
1746;0;754361.9036;4;2;0;0
1747;0.009095836;1075656.832;2;2;0;0
1748;0.004600889;3338704.343;2;4;0;0
1749;0.041388199;1163810.177;4;2;0;0
1750;0.011504521;1942192.71;1;2;1;1
1751;0.001094941;1150747.313;1;2;1;1
1752;0.005356526;625032.0244;4;3;0;0
1753;0.040719159;1258916.593;3;3;0;0
1754;0.042245984;700752.7496;4;1;0;0
1755;0.020710519;604909.8633;4;1;0;0
1756;0.081539549;561150.9857;4;1;0;0
1757;0.010093805;1219757.977;4;2;0;0
1758;0.000604754;1111195.56;1;2;2;0
1759;0.012033864;992200.15;1;2;3;1
1760;0;672555.1904;3;1;0;0
1761;0.02027696;903094.1034;1;2;3;0
1762;0.008586857;1000599.279;4;2;0;0
1763;0.024638534;957970.7436;4;2;0;0
1764;0.031273048;787770.8058;4;2;0;0
1765;0.002971573;411902.97;0;1;0;0
1766;0.008081065;1983897.916;2;2;1;0
1767;0;374903.1726;4;1;0;0
1768;0.019910857;789518.7094;0;2;1;0
1769;0.002978985;463244.8241;1;1;0;0
1770;0;504639.8977;2;1;0;0
1771;0.035626296;1225807.881;1;2;3;0
1772;0.071838528;606861.1512;2;1;0;0
1773;0.014418699;1046419.261;4;2;0;0
1774;0;319782.0701;0;1;0;0
1775;0.023856396;617695.983;4;1;0;0
1776;0.012282817;770833.1946;2;1;2;0
1777;0.002508774;2276809.405;1;2;2;0
1778;0.013550861;3040469.978;1;2;0;1
1779;0.076516174;537454.8875;4;1;0;0
1780;0.008336372;1407086.782;1;2;3;0
1781;0.015379518;1406676.22;4;2;0;0
1782;0.012031136;781971.3659;0;2;1;0
1783;0.016368886;1240401.627;4;2;0;0
1784;0;591563.0375;0;1;0;0
1785;0.011327837;2067650.555;2;4;1;0
1786;0.055733599;927986.2987;1;1;0;0
1787;0.002027819;680533.6789;4;2;0;0
1788;0.013305314;1111135.158;4;2;0;0
1789;0.036005862;1035498.276;2;3;1;0
1790;0.029049911;1589126.586;2;4;0;0
1791;0;746259.785;3;1;1;0
1792;0;615786.7833;1;2;4;0
1793;0.084932938;542686.7414;4;1;0;0
1794;0.014422579;1416945.225;1;2;2;0
1795;0.004665887;398638.0629;0;1;0;0
1796;0.016381783;697360.0617;2;2;2;0
1797;0.011021611;1141031.241;2;2;2;0
1798;0.044168506;269785.0016;0;1;0;0
1799;0.028033348;1030486.887;4;2;0;0
1800;0.027850188;811340.75;0;2;0;0
1801;0.005067274;499677.1421;2;2;0;1
1802;0.041066967;1219569.544;4;2;0;0
1803;0.038748495;965301.9084;4;2;0;0
1804;0.009859733;374858.1258;1;1;0;0
1805;0.006677273;485227.8474;2;3;2;0
1806;0.002650253;656540.7909;4;2;0;0
1807;0;443441.111;3;1;0;0
1808;0.003391358;583837.009;2;3;1;0
1809;0.012363602;640589.9605;4;1;0;0
1810;0.006232373;1861891.141;0;2;1;1
1811;0.019983049;1601156.539;1;2;1;0
1812;0.034454338;1275195.378;4;2;0;0
1813;0.029629124;1057203.338;4;2;1;0
1814;0.014691883;1384438.561;2;2;3;0
1815;0.012002826;1201716.917;3;2;0;0
1816;0;402527.8176;4;1;0;0
1817;0.026401181;570428.844;0;1;0;0
1818;0.013997257;814231.2184;4;2;0;0
1819;0.000927726;452720.0976;1;1;1;0
1820;0.007016806;389920.9044;0;2;0;0
1821;0.068417013;478798.806;3;1;0;0
1822;0.002055521;1920680.663;1;2;0;1
1823;0.025745077;810990.3148;4;1;0;0
1824;0.007292556;1265399.641;4;3;1;0
1825;0.010348313;551974.0184;3;2;0;0
1826;0.021749344;598087.1376;4;1;0;0
1827;0.026588574;516312.06;2;2;0;0
1828;0.012471822;210714.9773;1;1;0;0
1829;0;128668.0108;0;1;0;0
1830;0.007113613;522941.0023;4;1;0;0
1831;0;417286.1042;4;1;0;0
1832;0.018750874;1931429.761;1;2;2;0
1833;0.031522125;1039269.585;2;1;0;0
1834;0.023052432;724608.8147;4;2;0;0
1835;0.026823964;771027.2917;3;2;0;0
1836;0.011156549;609865.9007;2;3;0;0
1837;0;1565644.707;1;2;1;0
1838;0;248099.9555;4;1;0;0
1839;0.012223885;1260483.144;1;2;2;1
1840;0;996550.041;4;3;0;0
1841;0.004641951;796217.2947;1;2;1;0
1842;0.044090476;552590.7812;1;1;0;0
1843;0.049917795;948840.242;1;2;1;0
1844;0;434901.9246;1;1;0;0
1845;0.003044746;859184.7078;4;2;0;0
1846;0.003154201;802739.1863;1;1;3;0
1847;0.026520632;1031724.911;4;2;0;0
1848;0.023970203;906124.7754;2;2;2;0
1849;0.017982002;1115114.937;3;4;0;0
1850;0.001724144;800396.9594;3;3;0;0
1851;0.009288862;822921.3904;2;2;1;0
1852;0.075173363;1130692.846;3;2;0;0
1853;0.015171427;1422937.381;2;3;0;0
1854;0.001610869;1013118.406;4;2;0;0
1855;0.031638291;1756984.214;4;3;0;0
1856;0.022858335;1453342.786;1;2;3;0
1857;0.015300673;502722.8312;1;2;2;0
1858;0.001164412;278252.0229;4;1;0;0
1859;0;1169566.97;2;3;1;0
1860;0.003559573;687722.7999;4;2;0;0
1861;0.008471609;708247.9926;4;3;0;0
1862;0.044959258;1403226.067;1;2;3;0
1863;0.00416521;1333425.759;3;4;0;0
1864;0.00229399;768966.0397;1;2;0;0
1865;0;369797.963;1;1;3;0
1866;0.010660782;920757.6272;4;2;0;0
1867;0.009972204;1036080.094;1;2;1;1
1868;0.015967552;683886.8977;4;2;0;0
1869;0.007628601;624492.2119;2;2;0;0
1870;0.010423471;431717.9512;2;3;0;0
1871;0.00101194;901239.1395;4;4;0;0
1872;0;1284569.475;0;2;0;1
1873;0.014687596;1425012.418;2;3;1;0
1874;0.08168488;1145769.158;4;3;0;0
1875;0.010553885;1277159.709;3;3;1;0
1876;0.013099106;1004037.595;2;3;0;0
1877;0.042143002;390479.8346;4;1;0;0
1878;0.035896912;901915.811;4;2;0;0
1879;0.013489916;885920.6516;4;2;0;0
1880;0.006144801;1864503.159;2;3;0;0
1881;0.058291592;403077.1411;1;1;0;0
1882;0.00321682;2055445.381;1;2;2;0
1883;0.012609567;742928.001;4;1;0;0
1884;0.005773263;1253364.109;0;2;2;0
1885;0.019714117;1381750.396;2;4;0;0
1886;0.077099949;793710.1395;4;2;0;0
1887;0.00222089;1588102.432;1;2;2;0
1888;0.056553915;636931.9053;4;1;0;0
1889;0.012852669;1586440.346;4;3;0;0
1890;0.008331057;852713.1399;1;3;1;1
1891;0.023596473;226304.8993;1;1;0;0
1892;0.036528807;689537.9981;3;2;0;0
1893;0.011549435;1511416.104;3;2;0;0
1894;0;732193.014;1;1;2;0
1895;0.012174634;1166688.361;4;1;0;0
1896;0.013624355;541676.914;2;3;1;0
1897;0.125050932;635644.8577;4;1;0;0
1898;0.002678839;550984.7411;2;2;0;0
1899;0;472218.0071;1;2;1;0
1900;0.013678679;530752.8019;0;2;1;0
1901;0.022078199;1082697.452;2;3;0;0
1902;0.005966322;1126322.287;1;2;2;0
1903;0.002028897;467249.1386;1;1;1;0
1904;0.040050313;743365.2811;4;2;0;0
1905;0;1001460.379;4;2;0;0
1906;0.000759123;1802078.665;1;3;3;0
1907;0;658911.1902;2;3;1;0
1908;0.01714064;997629.311;1;2;1;0
1909;0.014375562;701189.9475;0;2;1;0
1910;0;898180.2654;1;2;2;0
1911;0.002154208;1151234.679;3;3;0;0
1912;0.023904717;700070.7577;2;4;0;0
1913;0.021434136;731730.2049;2;2;2;0
1914;0.008119465;611862.9342;4;1;0;0
1915;0;1452242.707;1;2;2;0
1916;0.050170887;789700.9428;2;2;0;0
1917;0.004892319;824148.9459;4;2;0;0
1918;0.019208392;780284.0742;2;2;3;0
1919;0.027593583;1271599.523;1;2;3;0
1920;0.004483496;1003681.459;1;2;2;0
1921;0.007029043;909939.3538;3;2;0;0
1922;0.00170739;1033155.551;2;2;1;0
1923;0.002506408;1354926.716;1;2;3;0
1924;0;880319.1399;0;4;1;0
